,country1,country2,geo_dist,religious_dist,relig_diff(7),geo_dist_new
184,ARM,TWN,7186.731,1.013,-1.06906948844219,7188.784281155399
185,ARM,UKR,1575.166,0.629,0.610305702695358,1427.7425446152645
186,ARM,URY,13231.483,1.295,-0.0388986162389735,13141.558656612984
187,ARM,USA,10250.91,0.878,0.192337009092324,10333.107892275237
188,ARM,UZB,2081.876,0.222,0.541246205382639,1612.2815643972438
189,ARM,VEN,11008.503,0.505,0.510216166992645,11093.41039340012
190,ARM,VNM,6116.702,1.247,-0.386127758630255,6008.803741305631
191,ARM,ZWE,6597.467,0.249,0.0308657005150542,6778.886877271426
192,AUS,BGD,9011.471,1.694,0.996615842247523,7194.316465764806
193,AUS,BOL,12972.534,1.162,-1.07953260934095,15048.033177085568
194,AUS,BRA,14060.731,1.032,-0.91826028203789,15967.653793829288
195,AUS,CAN,16107.21,0.121,-1.37370113567879,14172.063810399082
196,AUS,CHL,11323.433,0.357,-1.2302052342775,12563.162510949072
198,AUS,COL,14436.866,1.087,-1.05425607527409,16293.386500315073
199,AUS,CYP,14289.685,0.976,-1.16805951654124,12465.645471039876
200,AUS,CZE,16034.922,0.44,-0.485080982688793,14065.721593811862
201,AUS,DEU,16065.964,0.037,-1.4958425991497,14449.08793659473
202,AUS,ECU,13702.469,1.079,-1.03585425660571,15534.867135911538
203,AUS,EGY,14265.018,1.728,0.922737323029562,12538.44370657176
204,AUS,ETH,12436.517,1.681,-0.0520732053117121,10872.02974133308
205,AUS,GBR,16977.974,0.137,-1.02020756817499,15088.359493075277
206,AUS,GRC,15203.691,1.051,-0.971269037801592,13547.657705730931
207,AUS,GTM,13679.124,1.043,-0.91826028203789,15258.276979149054
209,AUS,IDN,5395.398,1.735,0.888036797938841,4314.498051035282
210,AUS,IND,8336.726,1.217,0.879239331190365,7871.762941573431
211,AUS,IRN,12810.535,1.348,1.21416886571738,10465.332470882553
212,AUS,IRQ,13275.345,1.587,1.10820649879359,11510.50720366978
213,AUS,JOR,13937.508,1.697,1.10682992449177,12042.631296884854
214,AUS,JPN,7948.952,0.069,0.717817985288368,6717.8171321696755
215,AUS,KAZ,12221.195,0.709,0.251530113722729,10386.640120380447
216,AUS,KEN,11928.44,1.563,-1.38391625879745,10655.690103108142
217,AUS,KGZ,11507.344,1.109,0.245873010379946,9535.329524456703
218,AUS,KOR,8413.475,0.053,-0.640123118164116,6757.542919766484
219,AUS,LBN,14055.896,1.293,0.224929285409652,12185.67727624546
220,AUS,LBY,15983.377,1.731,1.19558100435695,13652.3134714371
222,AUS,MAR,17816.006,1.629,1.23143000035724,16135.837410147953
224,AUS,MEX,13177.392,0.91,-1.18031036371942,14334.571512174121
225,AUS,MMR,8288.553,1.543,0.83236504509872,6551.729367021661
226,AUS,MNG,10156.449,0.045,0.474144245199902,8361.146275263494
227,AUS,MYS,6527.004,1.374,0.583495794026798,3682.502436587127
228,AUS,NGA,15155.684,1.679,-0.401040799627701,14132.279399969748
229,AUS,NIC,13909.078,1.22,-1.12310764086316,15712.276044544058
231,AUS,NLD,15463.985,0.175,-0.973135546476599,14684.998727052001
232,AUS,NZL,2327.207,0.311,-1.13525791617298,4006.508631381003
233,AUS,PAK,11010.497,1.614,1.10816112847214,9179.13215293639
234,AUS,PER,12855.618,0.967,-0.91826028203789,14956.008252648364
235,AUS,PHL,6289.63,1.605,-1.151444437734,4124.922690395977
237,AUS,ROU,15147.111,1.004,-0.945965833233508,13350.324479027435
238,AUS,RUS,14481.501,0.395,-1.19380556879241,12233.239042075083
239,AUS,SGP,6209.632,0.67,0.12494429363596,4322.663875893347
240,AUS,SRB,15592.357,0.46,-1.04450769479273,13667.463567979761
241,AUS,SVK,15859.184,0.34,-1.12539763438009,13807.156604815396
242,AUS,THA,7475.187,1.089,1.15555156348824,5674.197838238196
243,AUS,TJK,11636.657,1.28,1.04956526015824,9434.507470082588
244,AUS,TUN,16348.463,1.656,1.2328264669776,14623.307339553665
245,AUS,TUR,14495.688,1.24,1.21136625453154,12464.549132874456
246,AUS,TWN,7307.591,0.351,0.0340515689078205,5500.120191022672
247,AUS,UKR,14895.64,0.735,-1.056633261218,12865.10442652527
248,AUS,URY,11787.644,0.069,-1.42022970520274,13578.713739290824
249,AUS,USA,16174.912,0.486,-1.46895610638056,14930.352638286307
250,AUS,UZB,11772.602,1.142,1.03696839188942,10258.192757897008
251,AUS,VEN,15454.308,0.859,-1.15513075393446,17276.584979206567
252,AUS,VNM,7745.953,0.117,0.281587271988734,5965.681922396681
253,AUS,ZWE,11221.502,1.613,-1.47358861082816,10506.17479835706
254,BGD,BOL,17444.586,0.532,1.38574295798268,17211.984776645677
255,BGD,BRA,15577.039,0.662,1.50574074249101,15522.181198250852
256,BGD,CAN,12199.251,1.814,1.09053270157378,10555.797517828996
257,BGD,CHL,17878.686,1.337,1.27649904828954,17713.91292926712
259,BGD,COL,16433.34,0.607,1.40433027165231,16430.65528233714
260,BGD,CYP,5591.333,0.718,0.898599296765552,5529.404683607018
261,BGD,CZE,7024.2,2.134,0.543080719561545,6871.428098822684
262,BGD,DEU,7072.663,1.657,1.04479792979304,7258.241093439916
263,BGD,ECU,17140.619,0.615,1.41791326562193,17148.31598731434
264,BGD,EGY,5845.387,0.034,-1.23453309266795,6008.800176667486
265,BGD,ETH,5718.305,0.013,-0.330457644880061,5660.749104172497
266,BGD,GBR,7999.159,1.831,0.639311172504472,7953.648469145797
267,BGD,GRC,6423.593,0.643,1.45217540091214,6486.433232828981
268,BGD,GTM,15750.701,0.65,1.50574074249101,15656.524505421288
270,BGD,IDN,3771.238,0.041,-1.29038482002333,3093.231470766278
271,BGD,IND,3964.653,0.476,0.771691641715076,1066.7904976310242
272,BGD,IRN,3962.97,0.346,-1.1831112303458,3502.321307635637
273,BGD,IRQ,4581.377,0.107,-1.22353321748932,4598.346361231663
274,BGD,JOR,5378.564,0.003,-1.22309696732658,5260.060568169882
275,BGD,JPN,4894.983,1.763,1.04648363075627,4817.749401451289
276,BGD,KAZ,3456.827,0.985,-0.703837610568102,3313.234696019883
277,BGD,KEN,6415.409,0.13,0.88271762790075,6157.5610387154065
278,BGD,KGZ,2576.867,0.585,-0.685808753233308,2393.1646810984566
279,BGD,KOR,3792.022,1.641,0.649506963083333,3900.6548084507285
280,BGD,LBN,5404.302,0.401,-0.749700477435967,5268.290279385752
281,BGD,LBY,7466.659,0.037,-1.19924833095983,7103.349385336491
283,BGD,MAR,9178.936,0.065,-1.16636182573684,9226.213964839739
285,BGD,MEX,15107.034,0.784,1.31246940869688,14509.177008229426
286,BGD,MMR,732.542,0.151,1.16775613842335,692.1214600277258
287,BGD,MNG,3060.446,1.738,0.676138221248909,2746.426056342912
288,BGD,MYS,2587.63,0.32,-0.892179581329651,3541.186627658162
289,BGD,NGA,8882.352,0.014,-0.140340393516342,8791.898951720072
290,BGD,NIC,16012.14,0.474,1.35388648008441,15874.194900135739
292,BGD,NLD,15402.277,1.519,0.580653197752891,7506.989900654158
293,BGD,NZL,11278.308,1.383,0.802725213477025,11148.427931638627
294,BGD,PAK,2017.758,0.08,-1.22897414233228,2170.7383019701606
295,BGD,PER,18160.651,0.726,1.50574074249101,17798.57483993944
296,BGD,PHL,3358.81,0.089,1.25595848053928,3748.6348367052747
298,BGD,ROU,6181.257,0.689,1.48488830066258,6177.231015984379
299,BGD,RUS,5549.356,1.298,0.648115507649601,5172.408965106539
300,BGD,SGP,2885.508,1.024,0.46257056059474,2960.798648423001
301,BGD,SRB,6622.033,1.234,1.38321711568053,6513.495706851613
302,BGD,SVK,6851.401,1.353,1.35221871121035,6614.495418376339
303,BGD,THA,1536.394,0.605,1.35577024066549,1536.9690335438286
304,BGD,TJK,2625.651,0.414,-1.29053596630248,2242.605523375896
305,BGD,TUN,7623.749,0.038,-1.16628931851546,7726.500124103713
306,BGD,TUR,5623.445,0.453,-1.18319370812912,5391.454710980338
307,BGD,TWN,3148.44,1.343,0.524153350337356,3163.276205386311
308,BGD,UKR,5885.894,0.959,1.40265893595455,5670.863316182847
309,BGD,URY,16564.644,1.625,0.96936316449938,16540.55671249258
310,BGD,USA,14625.478,1.208,1.07851661642649,12887.044832959511
311,BGD,UZB,2771.324,0.552,-1.28147576019787,3063.9825823390383
312,BGD,VEN,15479.976,0.835,1.33062012746004,15546.627945532677
313,BGD,VNM,1615.628,1.577,0.779517932114893,1630.529000627938
314,BGD,ZWE,7925.815,0.081,1.01159913186021,8055.749913778985
315,BOL,BRA,1877.796,0.13,-1.4141665309538,1696.3178998466126
316,BOL,CAN,7242.76,1.282,-1.25298858371029,9189.65888231879
317,BOL,CHL,1692.043,0.805,-1.42347430700191,2505.3549917034134
319,BOL,COL,2809.459,0.075,-1.5514562276634,2419.4483174058137
320,BOL,CYP,11973.349,0.186,-1.07236318466654,11743.332519190184
321,BOL,CZE,10913.885,1.602,0.0029423723707287,10721.425030253593
322,BOL,DEU,10937.872,1.125,-1.07443270519784,10384.911583789386
323,BOL,ECU,2540.882,0.083,-1.53284067556718,2269.3550435043417
324,BOL,EGY,11656.716,0.566,1.28923806953906,11206.712514139228
325,BOL,ETH,11791.699,0.519,0.412914480394778,11712.639343163084
326,BOL,GBR,10058.542,1.299,-0.525227586423925,9851.535748381264
327,BOL,GRC,11208.686,0.111,-1.46296114446356,10869.828975104649
328,BOL,GTM,4651.897,0.119,-1.4141665309538,4523.934340069659
330,BOL,IDN,17082.752,0.573,1.25925256232181,17558.27676730409
331,BOL,IND,14530.1,0.055,1.2438312750205,16191.408691398665
332,BOL,IRN,13603.262,0.186,1.58365352177256,13735.489154744932
333,BOL,IRQ,12944.418,0.425,1.47544740805674,12647.926313872576
334,BOL,JOR,12137.538,0.535,1.47386206395412,11971.75933050644
335,BOL,JPN,16943.531,1.231,1.10570797336448,16876.519365517015
336,BOL,KAZ,14818.761,0.453,0.689047999939039,14490.6465327081
337,BOL,KEN,11228.827,0.401,-1.05202370272215,11356.16273821172
338,BOL,KGZ,15424.17,0.053,0.686292516937793,15237.73752138543
339,BOL,KOR,17636.619,1.109,-0.169330333590613,17489.05872218009
340,BOL,LBN,12137.837,0.131,0.596518624136012,11992.906479741046
341,BOL,LBY,10120.211,0.569,1.56673400542316,10124.561043343218
343,BOL,MAR,8543.436,0.467,1.59907253603579,8140.980839279537
345,BOL,MEX,5650.122,0.252,-1.47456135966113,6091.86887267248
346,BOL,MMR,18056.081,0.381,1.18866106576313,17886.479868110102
347,BOL,MNG,16724.523,1.206,0.909653719534772,16590.76718594428
348,BOL,MYS,17753.225,0.212,0.997448840668027,18433.747106005954
349,BOL,NGA,8563.094,0.517,-0.0367351911897047,8440.624167897262
350,BOL,NIC,4157.98,0.058,-1.53284067556718,3962.8915704791266
352,BOL,NLD,3480.502,0.987,-0.478141137772348,10195.129996354066
353,BOL,NZL,10899.859,0.851,-0.649383760104983,11378.747169802553
354,BOL,PAK,15588.818,0.452,1.47545539035845,15051.59719551733
355,BOL,PER,1480.96,0.194,-1.4141665309538,982.4453299130568
356,BOL,PHL,19189.861,0.443,-1.44136962583441,19040.706839821396
358,BOL,ROU,11579.001,0.158,-1.44208985909813,11292.391016688936
359,BOL,RUS,12544.813,0.766,-0.71441206534898,12701.263322421752
360,BOL,SGP,17713.065,0.492,0.555451611235872,17892.91425006887
361,BOL,SRB,11161.828,0.702,-1.51597310171425,10931.99084406098
362,BOL,SVK,11025.622,0.822,-1.53051373155516,10938.549001874664
363,BOL,THA,18389.781,0.073,1.50312608626248,18477.99227106677
364,BOL,TJK,15100.953,0.118,1.43443010639546,15217.048373431002
365,BOL,TUN,10038.837,0.494,1.60065334764024,9586.932984493209
366,BOL,TUR,12027.049,0.078,1.58048265951421,11942.18319463494
367,BOL,TWN,19048.501,0.811,0.515123699832167,19051.801190619342
368,BOL,UKR,12028.165,0.427,-1.55103658684206,11891.586924753083
369,BOL,URY,1975.048,1.093,-0.950996552529601,2008.105848648338
370,BOL,USA,4155.511,0.676,-1.17741394979967,7120.401161862651
371,BOL,UZB,15064.041,0.02,1.41607947003924,14407.664876070738
372,BOL,VEN,3284.995,0.303,-1.5002634593988,2651.8312880315607
373,BOL,VNM,19059.984,1.045,0.704417204499257,18823.008940704145
374,BOL,ZWE,10000.383,0.451,-1.02091299292121,9870.24670292283
375,BRA,CAN,7361.179,1.152,-1.09974540002616,9282.310887114001
376,BRA,CHL,3013.659,0.675,-1.26058822616001,3671.2151611442887
378,BRA,COL,3674.756,0.055,-1.4397629150861,3125.990189274051
379,BRA,CYP,10243.818,0.056,-0.966341733819271,10117.743021709673
380,BRA,CZE,9510.932,1.472,0.165828453212629,9327.013377300425
381,BRA,DEU,9590.439,0.995,-0.911546624355938,9034.135583316545
382,BRA,ECU,3779.574,0.047,-1.45837846718232,3378.6953186565106
383,BRA,EGY,9874.937,0.696,1.4028261117077,9530.227497780374
384,BRA,ETH,9918.449,0.649,0.560927793684837,10048.608427304569
385,BRA,GBR,8793.415,1.169,-0.363284175412006,8630.239569443002
386,BRA,GRC,9549.492,0.02,-1.52081946884509,9312.943882135587
387,BRA,GTM,5777.272,0.012,-1.5770526117957,5420.718575927179
389,BRA,IDN,16310.838,0.703,1.37425185992004,16544.99772282946
390,BRA,IND,12957.719,0.186,1.36639635842823,14495.148369031338
391,BRA,IRN,11849.285,0.316,1.69733053138704,12074.014407927541
392,BRA,IRQ,11170.326,0.556,1.58869977079354,10997.512930551718
393,BRA,JOR,10364.233,0.666,1.58705138172205,10312.257027429874
394,BRA,JPN,17677.268,1.1,1.23551432552868,17223.756412571358
395,BRA,KAZ,13399.132,0.322,0.827333720190979,13064.069722901373
396,BRA,KEN,9401.759,0.532,-0.905097415271928,9744.975538321767
397,BRA,KGZ,13824.01,0.077,0.825525813689305,13708.309134180154
398,BRA,KOR,17543.298,0.979,-0.0124807966277921,17304.679950909805
399,BRA,LBN,10387.112,0.261,0.71467538471408,10357.137798732589
400,BRA,LBY,8440.828,0.7,1.68100140865694,8466.7488129806
402,BRA,MAR,7039.91,0.597,1.71210147500077,6635.2501673869965
404,BRA,MEX,6836.137,0.121,-1.31174017398621,6988.883248530114
405,BRA,MMR,16179.474,0.511,1.30818531371954,16191.09144640601
406,BRA,MNG,15762.948,1.076,1.05262989448947,15505.389877013757
407,BRA,MYS,16403.427,0.342,1.12530291917213,17899.16994656157
408,BRA,NGA,6697.489,0.648,0.0842550466679579,6744.51630451256
409,BRA,NIC,5239.976,0.188,-1.36995459472528,4788.637972408713
411,BRA,NLD,3831.162,0.856,-0.316834644394967,8890.403956554286
412,BRA,NZL,12299.432,0.721,-0.486728486164483,12779.530255223697
413,BRA,PAK,13813.445,0.582,1.58870746753523,13374.6977564235
414,BRA,PER,3172.99,0.064,-1.5770526117957,2534.491665284044
415,BRA,PHL,18811.469,0.573,-1.31689236225926,19140.79386874705
417,BRA,ROU,10012.967,0.027,-1.54912928365137,9804.085297729947
418,BRA,RUS,11175.157,0.636,-0.5577236387208,11396.726734985954
419,BRA,SGP,16521.219,0.361,0.695529592682832,16846.641322600226
420,BRA,SRB,9627.582,0.571,-1.44523580327621,9435.318517145182
421,BRA,SVK,9569.964,0.691,-1.36762765071326,9512.215185668376
422,BRA,THA,16612.96,0.058,1.61895649270778,16824.162220311624
423,BRA,TJK,13395.966,0.248,1.55353037984455,13630.258655415191
424,BRA,TUN,8433.058,0.625,1.71374316889595,8012.629109733514
425,BRA,TUR,10364.792,0.209,1.69403812188741,10356.410025554304
426,BRA,TWN,18507.851,0.681,0.673785548532303,18380.494533866342
427,BRA,UKR,10559.322,0.296,-1.4369520297938,10445.362639682284
428,BRA,URY,2274.88,0.963,-0.788132794613982,2409.813087898855
429,BRA,USA,4230.411,0.546,-1.01570419570316,7579.892689510454
430,BRA,UZB,13411.447,0.11,1.53332393127646,12848.636835246127
431,BRA,VEN,3592.083,0.173,-1.3373773785569,2713.2362662958835
432,BRA,VNM,17186.593,0.914,0.845582205824716,17148.62356673924
433,BRA,ZWE,8335.22,0.581,-0.858026912079313,8484.810079109033
434,CAN,CHL,8784.585,0.477,-1.38254737187629,11278.549314533286
436,CAN,COL,4529.51,1.207,-1.22948786561554,6785.258979612152
437,CAN,CYP,8576.021,1.096,-1.26745535625506,8658.15385092802
438,CAN,CZE,6335.873,0.32,-0.28571398929558,6537.236061910023
439,CAN,DEU,6128.42,0.157,-1.33093496557023,6219.824086109998
440,CAN,ECU,5082.399,1.199,-1.21221925329918,7147.016538227205
441,CAN,EGY,8857.411,1.848,1.00680995069522,9434.285909576138
442,CAN,ETH,11125.483,1.801,0.0975421487000455,11680.399798449394
443,CAN,GBR,5364.611,0.017,-0.826697050819482,5436.748205768149
444,CAN,GRC,7745.266,1.172,-1.15439988633107,7791.009985934943
445,CAN,GTM,3696.298,1.164,-1.09974540002616,5125.981643320388
447,CAN,IDN,15643.895,1.855,0.973848020509978,13105.949564845852
448,CAN,IND,14785.207,1.338,0.986923991141225,10783.950413516171
449,CAN,IRN,9550.674,1.468,1.30044206313556,9515.067606187213
450,CAN,IRQ,9386.975,1.708,1.19304205195802,9151.755790012023
451,CAN,JOR,9000.664,1.818,1.19154337885476,9192.93142889743
452,CAN,JPN,10319.959,0.052,0.860232134556263,7968.130388072495
453,CAN,KAZ,8822.204,0.83,0.379886550627541,7823.288440477134
454,CAN,KEN,11846.659,1.684,-1.35306083132213,12421.574287302643
455,CAN,KGZ,9767.054,1.229,0.376320909629573,8669.362038819714
456,CAN,KOR,10513.663,0.173,-0.454078496391234,8335.657122118027
457,CAN,LBN,8814.277,1.413,0.310530751398432,8832.164497687168
458,CAN,LBY,7397.558,1.852,1.28279376598777,8926.846298385295
460,CAN,MAR,5842.826,1.749,1.31663489150857,7237.559871905842
462,CAN,MEX,3603.141,1.031,-1.34297777356043,4048.079503233563
463,CAN,MMR,12719.731,1.663,0.957705134633805,10768.142807504175
464,CAN,MNG,9633.038,0.076,0.634785704284172,7959.195918748783
465,CAN,MYS,14605.999,1.494,0.691952868763388,12374.891705673645
466,CAN,NGA,8762.952,1.8,-0.322514676925726,10133.920846108515
467,CAN,NIC,3834.239,1.34,-1.29272709458668,5475.217638495384
469,CAN,NLD,3766.937,0.296,-0.782647421661629,5926.272028065883
470,CAN,NZL,14484.569,0.431,-0.933258226891754,13525.19231998249
471,CAN,PAK,10673.577,1.734,1.19292770039967,10008.103431207588
472,CAN,PER,6391.812,1.088,-1.09974540002616,8549.838423922796
473,CAN,PHL,13133.127,1.725,-1.34233096531367,11150.30665126542
475,CAN,ROU,7412.744,1.125,-1.12649591802601,7282.752859125344
476,CAN,RUS,7158.015,0.516,-1.0272286823414,6513.692299979212
477,CAN,SGP,14822.094,0.791,0.273271756034934,12805.31697017199
478,CAN,SRB,7045.234,0.581,-1.22877197454564,7289.241287537886
479,CAN,SVK,6616.182,0.461,-1.29478173830247,6780.902927027069
480,CAN,THA,13424.684,1.21,1.27710713833079,11340.482636333141
481,CAN,TJK,10025.661,1.4,1.14465136170357,9048.154972031838
482,CAN,TUN,6911.567,1.777,1.31816980413046,7832.347243930946
483,CAN,TUR,8161.216,1.361,1.29736190409064,8242.670553877693
484,CAN,TWN,11989.664,0.471,0.224588203716935,9907.467769963738
485,CAN,UKR,7216.846,0.856,-1.23222494638152,7102.487006452858
486,CAN,URY,9139.261,0.189,-1.22144105222266,11185.590268237058
487,CAN,USA,3170.405,0.606,-1.44075247459526,2331.6514956686756
488,CAN,UZB,9760.722,1.262,1.12841285202229,8598.740292170523
489,CAN,VEN,3975.239,0.979,-1.3210676173103,6676.747303531746
490,CAN,VNM,12624.518,0.238,0.440768799312743,10564.204970405026
491,CAN,ZWE,12701.32,1.733,-1.28446773870915,14059.645085154438
493,CHL,COL,4258.268,0.73,-1.39787792286961,4618.197037079003
494,CHL,CYP,13218.759,0.619,-1.13908614125973,13527.65234829851
495,CHL,CZE,12472.92,0.797,-0.150635932423063,12995.856166112704
496,CHL,DEU,12525.195,0.32,-1.22801100999163,12705.038528646217
497,CHL,ECU,3784.489,0.722,-1.37926237077339,4145.8247243060605
498,CHL,EGY,12805.523,1.371,1.18666144600614,12744.374212573908
499,CHL,ETH,12352.519,1.324,0.27564641603544,12425.871315953835
500,CHL,GBR,11675.136,0.494,-0.677605219843491,12267.094630652187
501,CHL,GRC,12557.631,0.695,-1.31076236070455,12879.531734880055
502,CHL,GTM,5744.927,0.687,-1.26058822616001,6205.062060095913
504,CHL,IDN,15601.599,1.378,1.15528900148107,15626.34476262024
505,CHL,IND,14040.044,0.861,1.13216384268186,16821.032625872605
506,CHL,IRN,14785.594,0.991,1.48055182000796,15237.932923871807
507,CHL,IRQ,14093.437,1.231,1.37292509561366,14282.40536301496
508,CHL,JOR,13298.949,1.341,1.3714058325362,13587.851837872351
509,CHL,JPN,17229.707,0.425,0.986780383058059,17292.02042119693
510,CHL,KAZ,16388.972,0.353,0.561839338605723,16693.319484923995
511,CHL,KEN,11541.056,1.207,-1.17900913040237,11800.887692615537
512,CHL,KGZ,16829.454,0.752,0.558083047496679,17178.604410590448
513,CHL,KOR,18356.433,0.304,-0.315814611707567,18198.702017594816
514,CHL,LBN,13344.313,0.936,0.490689529544201,13726.476345724697
515,CHL,LBY,11447.195,1.375,1.4630585528188,11822.392956113801
517,CHL,MAR,10030.518,1.272,1.49660437777395,10279.30939265296
519,CHL,MEX,6609.757,0.554,-1.52564873843646,7577.481396548694
520,CHL,MMR,18005.325,1.186,1.080191115475,17849.391865850816
521,CHL,MNG,18393.43,0.401,0.777217970972648,19095.553395962284
522,CHL,MYS,16556.042,1.017,0.88069931727582,16004.692805577224
523,CHL,NGA,9487.74,1.323,-0.143194318654124,9779.681204249177
524,CHL,NIC,5330.418,0.863,-1.46768624323042,5805.190428324553
526,CHL,NLD,5075.755,0.181,-0.62973487078709,12555.147073760245
527,CHL,NZL,9347.865,0.046,-0.802655573324075,9108.691894183361
528,CHL,PAK,16671.128,1.257,1.37293335532823,16295.51933486378
529,CHL,PER,2466.306,0.611,-1.26058822616001,2799.933093349747
530,CHL,PHL,17613.038,1.248,-1.4336856651878,16676.817973862562
532,CHL,ROU,13024.938,0.648,-1.28851155430433,13432.258003602525
533,CHL,RUS,14129.91,0.039,-0.859613846853731,15066.443454557499
534,CHL,SGP,16392.583,0.314,0.426539420307003,15905.78351203409
535,CHL,SRB,12634.101,0.104,-1.37838827623567,13061.1317198041
536,CHL,SVK,12553.92,0.016,-1.47001318724245,13173.43413774299
537,CHL,THA,17650.449,0.733,1.39795509037607,17409.95296955236
538,CHL,TJK,16352.496,0.923,1.32603363573009,16966.163419799093
539,CHL,TUN,11446.504,1.299,1.49812165371253,11577.704526420703
540,CHL,TUR,13369.839,0.884,1.47750792298543,13853.726855691439
541,CHL,TWN,18508.655,0.006,0.366168566201923,17974.757061460365
542,CHL,UKR,13551.703,0.379,-1.39982255906178,14093.332069144979
543,CHL,URY,1342.167,0.288,-1.1045397143492,1585.0546959775952
544,CHL,USA,5792.025,0.129,-1.32847225017905,9011.89932584329
545,CHL,UZB,16401.507,0.785,1.30959435637014,16309.761972501103
546,CHL,VEN,4901.335,0.502,-1.5002634593988,5103.968237520655
547,CHL,VNM,18592.133,0.24,0.574132560626693,18174.31229753526
548,CHL,ZWE,9959.099,1.256,-1.174491297715,9737.046142668276
605,COL,CYP,11270.048,0.111,-1.05764868409504,11261.20872799194
606,COL,CZE,9501.98,1.527,0.0285387565030272,9617.073131730947
607,COL,DEU,9421.023,1.05,-1.04883632106554,9215.948950443839
608,COL,ECU,736.64,0.008,-1.55843705969948,758.8625329236353
609,COL,EGY,11204.72,0.641,1.30677464380986,11094.337160133196
610,COL,ETH,12408.895,0.594,0.436021606626957,12396.641351483046
611,COL,GBR,8493.767,1.224,-0.49979816010799,8486.61167100754
612,COL,GRC,10365.032,0.036,-1.48786658188532,10188.396147025009
613,COL,GTM,2110.999,0.043,-1.4397629150861,2295.2417532508593
615,COL,IDN,19825.19,0.648,1.27701512678443,19404.59341094063
616,COL,IND,16296.937,0.131,1.26282311518222,15857.38989878127
617,COL,IRN,12782.761,0.261,1.60123349141134,13271.267427305136
618,COL,IRQ,12298.07,0.5,1.49294856814895,12219.142971808222
619,COL,JOR,11589.587,0.61,1.49135285516306,11662.107967992582
620,COL,JPN,14306.102,1.156,1.12586890083064,14530.654747100334
621,COL,KAZ,12990.366,0.378,0.71056414103635,13125.50928952628
622,COL,KEN,12334.098,0.477,-1.02953302014498,12343.5372532595
623,COL,KGZ,13856.52,0.022,0.707964939695489,14037.899797137088
624,COL,KOR,14835.901,1.034,-0.144771788539465,15072.235695063548
625,COL,LBN,11495.381,0.206,0.614706316766863,11540.377149116171
626,COL,LBY,9466.124,0.644,1.5844080610053,9957.07228285845
628,COL,MAR,7624.525,0.542,1.616548979362,7546.933238074917
630,COL,MEX,3170.555,0.177,-1.44898610294212,3870.335218110764
631,COL,MMR,17088.327,0.456,1.20715218618282,16992.82459886077
632,COL,MNG,14162.115,1.131,0.931960674207791,14518.984632428459
633,COL,MYS,19020.804,0.287,1.01728021513358,18996.302580533684
634,COL,NGA,9004.923,0.593,-0.0182276251614033,8924.55430818925
635,COL,NIC,1572.532,0.133,-1.50724429143489,1667.3599915520185
637,COL,NLD,1043.533,0.912,-0.45282313961347,8951.337775092461
638,COL,NZL,12111.995,0.776,-0.623828865713158,12287.239656943711
639,COL,PAK,14523.531,0.527,1.49295650494605,14552.308336511649
640,COL,PER,1892.529,0.119,-1.4397629150861,1818.2657737730788
641,COL,PHL,17302.279,0.518,-1.42659089331824,17644.712125509985
643,COL,ROU,10442.266,0.082,-1.46768624323042,10368.40174046942
644,COL,RUS,10897.574,0.691,-0.689937441692532,11260.880748060537
645,COL,SGP,19310.084,0.417,0.577251457682198,19390.915301548812
646,COL,SRB,9997.519,0.627,-1.52846459436643,10061.374903081858
647,COL,SVK,9705.726,0.746,-1.50491734742286,9888.572131795949
648,COL,THA,17877.363,0.002,1.52104767173305,17827.35741411325
649,COL,TJK,13871.521,0.193,1.45287600997528,14204.699985568725
650,COL,TUN,9182.488,0.569,1.61813978549397,9076.48476848905
651,COL,TUR,11095.722,0.153,1.59804266791135,11272.109088096462
652,COL,TWN,16303.662,0.736,0.540013787372665,16646.91977332698
653,COL,UKR,10624.121,0.352,-1.56518747887134,10809.622301134725
654,COL,URY,4781.247,1.018,-0.925404415279036,4427.54233941177
655,COL,USA,1812.914,0.601,-1.1520619119093,4708.9082053229695
656,COL,UZB,13687.832,0.055,1.43422242937133,13399.602589498134
657,COL,VEN,1020.214,0.228,-1.47466707526651,1039.481919025662
658,COL,VNM,17152.916,0.97,0.72641041003295,17220.98234943131
659,COL,ZWE,11764.537,0.526,-0.995316608788915,11506.488620636399
660,CYP,CZE,2254.312,1.416,-0.212732971855411,2198.776828793283
661,CYP,DEU,2489.984,0.939,-1.10344661529187,2589.502518983555
662,CYP,ECU,11993.603,0.103,-1.04642773617671,12015.7127166854
663,CYP,EGY,602.905,0.752,0.792330634016782,1030.8261446596516
664,CYP,ETH,2956.713,0.705,-0.0012458519609251,3051.151699547587
665,CYP,GBR,3214.75,1.113,-0.755325024817957,3468.5929012835095
666,CYP,GRC,915.232,0.076,-1.0192603001332,1126.3263478034096
667,CYP,GTM,11919.791,0.068,-0.966341733819271,11883.33464768235
669,CYP,IDN,8921.811,0.759,0.763747817452027,8153.99977509472
670,CYP,IND,6246.292,0.242,1.02742566649907,4664.921541736095
671,CYP,IRN,1634.068,0.372,1.08684708082667,2043.562786183317
672,CYP,IRQ,1033.646,0.611,0.978276269441023,959.2750830721718
673,CYP,JOR,429.452,0.722,0.976638839525363,550.568419859001
674,CYP,JPN,9056.609,1.044,0.92589343065317,8969.7319306933
675,CYP,KAZ,3508.121,0.266,0.235748786031043,3294.502826306182
